Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Regular,FDE50,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.02,,189.36,4.2
Regular,FDY37,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.03,,143.65,4.2
Regular,FDI27,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.05,,43.87,4.2
Regular,FDL39,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.06,,181.63,4.2
Regular,FDW26,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.11,,222.38,4.2
Regular,FDE05,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.03,,144.01,4.2
Regular,FDW04,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.00,,130.53,4.2
Regular,FDR55,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.13,,189.19,4.2
Regular,FDZ43,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.06,,241.25,4.2
Regular,FDE10,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.09,,133.16,4.2
Regular,FDJ58,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.10,,172.28,4.2
Regular,FDM22,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.04,,53.46,4.2
Regular,FDU21,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.08,,32.86,4.2
Low Fat,FDA15,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02,9.30,249.81,4.1
Regular,FDW12,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.04,,144.54,4.1
Low Fat,NCX29,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.09,10.00,146.71,4.1
Regular,DRZ11,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.11,8.85,122.54,4.1
Low Fat,NCL17,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07,7.39,143.88,4.1
Low Fat,FDA44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.05,19.70,57.89,4.1
Low Fat,FDW11,Breads,2020,OUT017,Tier 2,Small,Supermarket Type1,0.05,12.60,62.72,4.1
Low Fat,NCO55,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,0.09,12.80,105.59,4.1
Low Fat,FDV25,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.05,5.91,222.55,4.1
Low Fat,NCM53,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.05,18.75,104.63,4.1
LF,FDA39,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.00,6.32,40.28,4.1
Regular,FDC60,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.12,5.43,88.35,4.1
Low Fat,FDT25,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.05,7.50,121.71,4.1
Low Fat,FDF05,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.03,17.50,262.49,4.1
Regular,FDJ34,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.09,11.80,125.97,4.1
Low Fat,FDN01,Breakfast,2015,OUT045,Tier 2,Small,Supermarket Type1,0.07,8.90,176.24,4.1
Regular,FDY03,Meat,2020,OUT017,Tier 2,Small,Supermarket Type1,0.08,17.60,110.52,4.1
Regular,FDV13,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.03,,87.99,4.1
Low Fat,FDY31,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.04,,146.64,4.1
Regular,FDO01,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.02,,129.40,4.1
Regular,FDR24,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.06,17.35,88.18,4.1
Regular,FDH40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.08,11.60,79.93,4.1
Low Fat,FDX60,Baking Goods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.08,14.35,81.90,4.1
Low Fat,FDT22,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.11,10.40,58.22,4.1
Regular,FDF45,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.01,18.20,57.79,4.1
Regular,FDW07,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.14,18.00,88.55,4.1
Low Fat,NCF18,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.09,18.35,191.35,4.1
Regular,FDM60,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05,10.80,40.21,4.1
Low Fat,NCZ42,Household,2011,OUT010,Tier 3,Small,Grocery Store,0.00,10.50,238.32,4.1
Low Fat,FDR04,Frozen Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.04,7.08,98.01,4.1
Low Fat,FDV39,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01,11.30,196.24,4.1
Regular,FDB29,Frozen Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.05,16.70,115.42,4.1
Low Fat,FDH16,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.05,10.50,88.78,4.1
Low Fat,NCO30,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.02,19.50,185.06,4.1
Regular,FDO11,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.03,,248.81,4.1
Low Fat,DRL23,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.02,18.35,106.69,4.1
Low Fat,NCI29,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03,8.60,140.52,4.1
Regular,FDN16,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.06,12.60,104.90,4.1
Regular,FDJ21,Snack Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.04,16.70,146.51,4.1
Low Fat,FDZ22,Snack Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.05,9.40,83.83,4.1
Low Fat,FDR08,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.04,18.70,110.29,4.1
Low Fat,FDW49,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.08,19.50,179.30,4.1
Low Fat,FDK14,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04,6.98,83.49,4.1
Regular,FDM01,Breakfast,2017,OUT035,Tier 2,Small,Supermarket Type1,0.09,7.90,102.63,4.1
Low Fat,FDH32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.08,12.80,95.14,4.1
Low Fat,NCQ02,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.01,12.60,186.76,4.1
Low Fat,NCV05,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03,10.10,153.17,4.1
Low Fat,NCQ38,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01,16.35,104.83,4.1
Low Fat,FDV02,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.06,,170.71,4.1
Low Fat,FDP33,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.09,18.70,254.77,4.1
Low Fat,FDK43,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03,9.80,128.40,4.1
Low Fat,NCO06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.11,19.25,33.46,4.1
Low Fat,FDR58,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.04,6.68,92.15,4.1
Low Fat,DRM37,Soft Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0.16,15.35,196.68,4.1
Low Fat,FDF52,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07,9.30,184.23,4.1
Regular,FDP48,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.04,,181.40,4.1
Low Fat,FDW56,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.12,7.68,192.22,4.1
Regular,FDM36,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.06,,172.14,4.1
LF,FDZ48,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08,17.75,112.45,4.1
LF,FDP56,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05,8.19,47.77,4.1
Low Fat,FDL36,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08,15.10,89.78,4.1
Low Fat,FDW35,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01,10.60,42.75,4.1
Low Fat,FDT25,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05,7.50,122.71,4.1
Low Fat,FDI14,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.09,14.10,142.75,4.1
Low Fat,DRF03,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05,19.10,42.41,4.1
Low Fat,FDV14,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04,19.85,88.59,4.1
Low Fat,FDB17,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04,13.15,179.80,4.1
Low Fat,FDI28,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,14.30,78.33,4.1
Low Fat,FDG16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.09,15.25,217.12,4.1
Low Fat,FDO40,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,17.10,150.74,4.1
Low Fat,FDG29,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06,17.60,42.75,4.1
Low Fat,FDB20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05,7.72,76.80,4.1
Low Fat,NCS29,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.07,9.00,266.29,4.1
Low Fat,NCP17,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,19.35,62.52,4.1
Low Fat,NCF43,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.00,8.51,142.15,4.1
Low Fat,NCH18,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04,9.30,245.18,4.1
Low Fat,NCW18,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06,15.10,237.92,4.1
Low Fat,NCK07,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05,10.65,165.25,4.1
Low Fat,FDR58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04,6.68,93.25,4.1
Low Fat,FDE34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.11,9.20,181.76,4.1
Low Fat,FDZ45,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.07,14.10,196.71,4.1
Low Fat,DRK12,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04,9.50,32.49,4.1
Low Fat,DRF36,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02,16.10,192.88,4.1
Regular,FDG12,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01,6.64,121.81,4.1
Regular,FDJ36,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.13,14.50,102.03,4.1
Regular,FDT47,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02,5.26,95.71,4.1
Regular,FDZ35,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.00,9.60,101.70,4.1
Regular,FDI50,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,8.42,228.74,4.1
Regular,FDK03,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.07,12.60,256.14,4.1
Regular,FDL39,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06,16.10,179.43,4.1
Regular,FDW52,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04,14.00,162.65,4.1
Regular,FDS56,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04,5.79,262.63,4.1
Regular,FDA07,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,7.55,124.31,4.1
Regular,FDG08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.17,13.15,172.68,4.1
Regular,FDH45,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.11,15.10,41.68,4.1
Regular,FDQ27,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04,5.19,103.90,4.1
Regular,FDW27,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.15,5.86,155.13,4.1
Regular,FDQ15,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.15,20.35,81.73,4.1
Regular,FDC22,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.00,6.89,193.48,4.1
Regular,FDN46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.14,7.21,100.53,4.1
Regular,FDS21,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02,19.85,63.52,4.1
Regular,DRL01,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08,19.50,235.40,4.1
Regular,FDG35,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.00,21.20,173.67,4.1
Low Fat,FDQ23,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.04,,102.93,4.1
Low Fat,FDW01,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.11,,154.47,4.1
Low Fat,FDF52,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.12,,183.33,4.1
Low Fat,FDO28,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.13,,122.41,4.1
Low Fat,NCA53,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.02,,47.10,4.1
Low Fat,NCL41,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.07,,34.32,4.1
Low Fat,NCS29,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.12,,264.19,4.1
Low Fat,NCZ05,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.10,,104.70,4.1
Low Fat,NCH07,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.16,,160.46,4.1
Low Fat,NCM54,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.09,,128.97,4.1
Low Fat,NCQ42,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.07,,127.97,4.1
Low Fat,NCW42,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.10,,221.25,4.1
Low Fat,FDK45,Seafood,2018,OUT019,Tier 1,Small,Grocery Store,0.06,,111.59,4.1
Low Fat,FDC47,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.21,,228.17,4.1
Low Fat,FDD46,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.25,,152.40,4.1
Low Fat,FDH34,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.05,,184.66,4.1
Low Fat,FDQ57,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.05,,144.48,4.1
Low Fat,FDR46,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.24,,148.08,4.1
Low Fat,FDV09,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.04,,148.07,4.1
Low Fat,FDZ10,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.08,,127.20,4.1
Regular,FDB49,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.05,,98.54,4.1
Regular,FDR12,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.06,,172.48,4.1
Regular,FDX47,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.06,,156.83,4.1
Regular,FDK26,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.06,,184.62,4.1
Regular,FDV01,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.15,,155.13,4.1
Regular,FDB04,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.11,,88.69,4.1
Regular,FDF57,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.10,,169.94,4.1
Regular,FDQ08,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.03,,62.75,4.1
Regular,FDU44,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.10,,162.36,4.1
Regular,FDX32,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.17,,142.88,4.1
Regular,FDS27,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.02,,194.71,4.1
Regular,FDO10,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.00,,58.76,4.1
reg,FDY16,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.16,,186.23,4.1
LF,FDX02,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06,16.00,225.04,4.1
LF,NCO54,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01,19.50,55.66,4.1
Low Fat,FDY48,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02,14.00,103.23,4.1
Low Fat,FDN24,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.11,14.10,54.60,4.1
Low Fat,FDO60,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03,20.00,43.71,4.1
Low Fat,FDG60,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06,20.35,233.36,4.1
Low Fat,FDQ37,Breakfast,2016,OUT046,Tier 1,Small,Supermarket Type1,0.09,20.75,193.45,4.1
Low Fat,FDW25,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04,5.18,84.22,4.1
Low Fat,FDB16,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04,8.21,86.02,4.1
Low Fat,FDX14,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07,13.10,75.04,4.1
Low Fat,DRG03,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06,14.50,153.10,4.1
Low Fat,DRF15,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03,18.35,154.93,4.1
Low Fat,DRH39,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.00,20.70,78.47,4.1
Low Fat,FDJ28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02,12.30,193.32,4.1
Low Fat,FDF04,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01,17.50,258.53,4.1
Low Fat,FDP16,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04,18.60,246.68,4.1
Low Fat,FDT31,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01,19.75,188.29,4.1
Low Fat,DRM47,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04,9.30,191.68,4.1
Low Fat,NCY41,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.08,16.75,34.55,4.1
Low Fat,NCX42,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01,6.36,163.65,4.1
Low Fat,NCY54,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.18,8.43,171.14,4.1
Low Fat,NCF07,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03,9.00,101.80,4.1
Low Fat,NCD07,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.00,9.10,114.45,4.1
Low Fat,NCF31,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05,9.13,152.80,4.1
Low Fat,NCQ06,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04,13.00,256.70,4.1
Low Fat,NCI54,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03,15.20,107.79,4.1
Low Fat,NCR18,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02,15.85,44.01,4.1
Low Fat,NCA54,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04,16.50,178.73,4.1
Low Fat,NCA30,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.00,19.00,189.19,4.1
Low Fat,FDI57,Seafood,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05,19.85,197.28,4.1
Low Fat,FDX34,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07,6.20,122.21,4.1
Low Fat,FDT34,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.17,9.30,104.50,4.1
Low Fat,FDX58,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04,13.15,183.10,4.1
Low Fat,FDM33,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.09,15.60,218.58,4.1
Low Fat,FDR46,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.14,16.85,147.48,4.1
Low Fat,FDV46,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01,18.20,139.82,4.1
Low Fat,DRK49,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04,14.15,40.51,4.1
Low Fat,DRH36,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03,16.20,74.07,4.1
Regular,FDQ48,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03,14.30,98.67,4.1
Regular,FDX47,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03,6.55,157.83,4.1
Regular,FDM01,Breakfast,2016,OUT046,Tier 1,Small,Supermarket Type1,0.09,7.90,104.53,4.1
Regular,FDZ13,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.15,7.84,48.94,4.1
Regular,FDA25,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07,16.50,101.20,4.1
Regular,FDZ14,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05,7.71,122.48,4.1
Regular,FDW14,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04,8.30,87.72,4.1
Regular,FDS02,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.15,10.20,194.08,4.1
Regular,FDD52,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.18,18.25,111.66,4.1
Regular,FDV04,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.15,7.83,157.53,4.1
Regular,FDY40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.09,15.50,49.67,4.1
Regular,FDR31,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05,6.46,146.91,4.1
Regular,FDY44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02,14.15,198.31,4.1
Regular,FDQ08,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02,15.70,59.45,4.1
Regular,FDW27,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.15,5.86,156.03,4.1
Regular,FDX51,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02,9.50,196.85,4.1
Regular,FDW57,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.00,8.31,177.40,4.1
Regular,FDV33,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03,9.60,257.83,4.1
Regular,FDV57,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07,15.25,179.27,4.1
reg,FDU57,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.09,8.27,150.87,4.1
LF,FDA11,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.04,7.75,95.64,4.1
LF,NCM18,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.08,13.00,61.12,4.1
LF,FDD58,Snack Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.06,7.76,98.77,4.1
LF,FDG32,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.18,19.85,221.58,4.1
LF,FDB11,Starchy Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.06,16.00,224.14,4.1
Low Fat,FDV24,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.10,5.64,150.01,4.1
Low Fat,FDX24,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.01,8.36,94.05,4.1
Low Fat,FDP37,Breakfast,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.14,15.60,128.10,4.1
Low Fat,FDF50,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.12,4.91,197.68,4.1
Low Fat,FDY13,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.03,12.10,77.37,4.1
Low Fat,DRG15,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.08,6.13,61.55,4.1
Low Fat,DRE03,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.02,19.60,45.37,4.1
Low Fat,FDT40,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.10,5.99,127.37,4.1
Low Fat,FDK04,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.05,7.36,56.56,4.1
Low Fat,FDV40,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.01,17.35,73.10,4.1
Low Fat,FDE09,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.02,8.78,109.52,4.1
Low Fat,FDL08,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.05,10.80,243.21,4.1
Low Fat,FDG32,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.18,19.85,220.88,4.1
Low Fat,NCU17,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.09,5.32,103.87,4.1
Low Fat,NCN29,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.01,15.20,48.70,4.1
Low Fat,NCE07,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.00,8.18,140.52,4.1
Low Fat,NCU42,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.02,9.00,168.15,4.1
Low Fat,NCN26,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.03,10.85,117.18,4.1
Low Fat,NCN42,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.01,20.25,148.64,4.1
Low Fat,FDP39,Meat,2015,OUT045,Tier 2,Small,Supermarket Type1,0.07,12.65,52.43,4.1
Low Fat,FDV03,Meat,2015,OUT045,Tier 2,Small,Supermarket Type1,0.06,17.60,153.63,4.1
Low Fat,NCM31,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,0.08,6.10,141.92,4.1
Low Fat,NCN07,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,0.03,18.50,133.23,4.1
Low Fat,FDJ22,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.05,18.75,190.65,4.1
Low Fat,DRC25,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.05,5.73,85.29,4.1
Low Fat,FDB11,Starchy Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.06,16.00,226.24,4.1
Low Fat,FDN60,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.10,15.10,159.76,4.1
